clock330,1F55E,"clock,time"
clock4,1F553,"clock,time"
clock430,1F55F,"clock,time"
clock5,1F554,"clock,time"
clock530,1F560,"clock,time"
clock6,1F555,"clock,time"
clock630,1F561,"clock,time"
clock7,1F556,"clock,time"
clock730,1F562,"clock,time"
clock8,1F557,"clock,time"
clock830,1F563,"clock,time"
clock9,1F558,"clock,time"
clock930,1F564,"clock,time"
closed_book,1F4D5,"book,read"
closed_lock_with_key,1F510,"security,lock,key"
closed_umbrella,1F302,"umbrella,rain"
cloud,2601,cloud
clubs,2663,"clubs, cards"
cn,1F1E8 1F1F3,china
cocktail,1F378,"cocktail,drink,martini"
coffee,2615,"coffee,cafine,café"
cold_sweat,1F630,"sweat,face,tired"
collision,1F4A5,"boom,explosion"
computer,1F4BB,"computer,pc"
confetti_ball,1F38A,confetti
confounded,1F616,confused
confused,1F615,confused
congratulations,3297,congratulation
construction,1F6A7,"construction,danger, sign"
construction_worker,1F477,"construction,worker,hat,ymca"
convenience_store,1F3EA,"building,store"
cookie,1F36A,"chocolate,cookie,chip"
cool,1F192,cool
cop,1F46E,police
copyright,00A9,copyright
corn,1F33D,"corn,maze"
couple,1F46B,holding hands
couple_with_heart,1F491,
couplekiss,1F48F,
cow,1F42E,
cow2,1F404,
credit_card,1F4B3,
crocodile,1F40A,
crossed_flags,1F38C,
crown,1F451,
cry,1F622,
crying_cat_face,1F63F,"cat,kitty"
crystal_ball,1F52E,
cupid,1F498,
curly_loop,27B0,
currency_exchange,1F4B1,
curry,1F35B,
custard,1F36E,
customs,1F6C3,
cyclone,1F300,
dancer,1F483,
dancers,1F46F,
dango,1F361,
dart,1F3AF,
dash,1F4A8,
date,1F4C5,
de,1F1E9 1F1EA,
deciduous_tree,1F333,
department_store,1F3EC,
diamond_shape_with_a_dot_inside,1F4A0,
diamonds,2666,
disappointed,1F61E,
disappointed_relieved,1F625,
dizzy,1F4AB,
dizzy_face,1F635,
do_not_litter,1F6AF,
dog,1F436,
dog2,1F415,
dollar,1F4B5,
dolls,1F38E,
dolphin,1F42C,
door,1F6AA,
doughnut,1F369,
dragon,1F409,
dragon_face,1F432,
dress,1F457,
dromedary_camel,1F42A,
droplet,1F4A7,
dvd,1F4C0,
e-mail,1F4E7,
ear,1F442,
ear_of_rice,1F33E,
earth_africa,1F30D,
earth_americas,1F30E,
earth_asia,1F30F,
egg,1F373,
eggplant,1F346,
eight,0038 20E3,
eight_pointed_black_star,2734,
eight_spoked_asterisk,2733,
electric_plug,1F50C,
elephant,1F418,
email,1F4E9,
end,1F51A,
envelope,2709,
es,1F1EA 1F1F8,
euro,1F4B6,
european_castle,1F3F0,
european_post_office,1F3E4,
evergreen_tree,1F332,
exclamation,2755,
expressionless,1F611,
eyeglasses,1F453,
eyes,1F440,
facepunch,1F44A,
factory,1F3ED,
fallen_leaf,1F342,
family,1F46A,
fast_forward,2.30E+10,
fax,1F4E0,
fearful,1F628,
feelsgood,,
feet,1F463,
ferris_wheel,1F3A1,
file_folder,1F4C1,
finnadie,,
fire,1F525,
fire_engine,1F692,
fireworks,1F386,
first_quarter_moon,1F313,
first_quarter_moon_with_face,1F31B,
fish,1F41F,
fish_cake,1F365,
fishing_pole_and_fish,1F3A3,
fist,270A,
five,0035 20E3,
flags,1F38F,
flashlight,1F526,
floppy_disk,1F4BE,
flower_playing_cards,1F3B4,
flushed,1F633,
foggy,1F301,
football,1F3C8,
fork_and_knife,1F374,
fountain,26F2,
four,0034 20E3,
four_leaf_clover,1F340,
fr,1F1EB 1F1F7,
free,1F193,
fried_shrimp,1F364,
fries,1F35F,
frog,1F438,
frowning,1F626,
fuelpump,26FD,
full_moon,1F315,
full_moon_with_face,1F31D,
game_die,1F3B2,
gb,1F1EC 1F1E7,
gem,1F48E,
gemini,264A,
ghost,1F47B,
gift,1F381,
gift_heart,1F49D,
girl,1F467,
globe_with_meridians,1F310,
goat,1F410,
goberserk,,
godmode,,
golf,26F3,
grapes,1F347,
green_apple,1F34F,
green_book,1F4D7,
green_heart,1F49A,
grey_exclamation,2755,
grey_question,2754,
grimacing,1F62C,
grin,1F601,"grin,smile"
grinning,1F600,"grin,smile"
guardsman,1F482,"hat,guard"
guitar,1F3B8,guitar
gun,1F52B,"pistol,gun,shoot"
haircut,1F487,"haircut,perm,cut"
hamburger,1F354,"burger,mcdonands,wendys"
hammer,1F528,"hammer,mallet"
hamster,1F439,"hamster,hampster,gerbil"
hand,270B,"hand,high five,"
handbag,1F45C,"handbag,purse,bag"
hankey,1F4A9,"poo,poop,shit,crap,turd"
hash,0023 20E3,"hash,number,pad,#"
hatched_chick,1F425,"chick,chicken,hatch"
hatching_chick,1F423,"egg,chick,chicken,hatch"
headphones,1F3A7,"headphone,earbud,listen,music"
hear_no_evil,1F649,"hear,monkey,ear,listen"
heart,2764,"heart,love,red"
heart_decoration,1F49F,"heart,love,purple"
heart_eyes,1F60D,"face,smile,love,heart,eyes"
heart_eyes_cat,1F63B,"cat,love,heart,smile"
heartbeat,1F493,"heart,pulse,beat"
heartpulse,1F497,"heart,pulse,beat"
hearts,2665,"heart,black,cards"
heavy_check_mark,2714,"check,mark"
heavy_division_sign,2797,"divide,division"
heavy_dollar_sign,1F4B2,"dollars,money"
heavy_exclamation_mark,2757,"exclamation,mark"
heavy_minus_sign,2796,minus
heavy_multiplication_x,2716,"times,multiply"
heavy_plus_sign,2795,plus
helicopter,1F681,"helicopter,chopper"
herb,1F33F,"herb,weed,pot"
hibiscus,1F33A,"hibiscus,flower,pink"
high_brightness,1F506,"bright,sun,shine"
high_heel,1F460,"shoe,heel,stilettos"
hocho,1F52A,"knife,cut,sharp"
honey_pot,1F36F,"honey,sweet"
honeybee,1F41D,"bee,bumble,bzz"
horse,1F434,horse
horse_racing,1F3C7,"horse,race"
hospital,1F3E5,"hospital,building"
hotel,1F3E8,"hotel,building"
hotsprings,2668,"hot,steam,coffee,java"
hourglass,23F3,"hourglass,time"
house,1F3E0,house
house_with_garden,1F3E1,house
hushed,1F62F,"surprise,ohh"
ice_cream,1F368,"ice cream,desert"
icecream,1F366,"ice cream,desert"
id,1F194,id
ideograph_advantage,1F250,"advantage,ideograph"
imp,1F47F,"imp,devil"
inbox_tray,1F4E5,"inbox,download"
incoming_envelope,1F4E8,"email,incoming"
information_desk_person,1F481,"information,desk"
information_source,2139,
innocent,1F607,
interrobang,2049,
iphone,1F4F1,
it,1F1EE 1F1F9,
izakaya_lantern,1F3EE,
jack_o_lantern,1F383,
japan,1F5FE,
japanese_castle,1F3EF,
japanese_goblin,1F47A,
japanese_ogre,1F479,
jeans,1F456,
joy,1F602,
joy_cat,1F639,cat
jp,1F1EF 1F1F5,
key,1F511,
keycap_ten,1F51F,
kimono,1F458,
kiss,1F48B,
kissing,1F617,
kissing_cat,1F63D,cat
kissing_closed_eyes,1F61A,
kissing_face,1F61A,
kissing_heart,1F618,
kissing_smiling_eyes,1F619,
koala,1F428,
koko,1F201,
kr,1F1F0 1F1F7,
large_blue_circle,1F535,
large_blue_diamond,1F537,
large_orange_diamond,1F536,
last_quarter_moon,1F317,
last_quarter_moon_with_face,1F31C,
laughing,1F606,
leaves,1F343,
ledger,1F4D2,
left_luggage,1F6C5,
left_right_arrow,2194,
leftwards_arrow_with_hook,21A9,
lemon,1F34B,
leo,264C,
leopard,1F406,
libra,264E,
light_rail,1F688,
link,1F517,
lips,1F444,
lipstick,1F484,
lock,1F512,
lock_with_ink_pen,1F50F,
lollipop,1F36D,
loop,27BF,
loudspeaker,1F4E2,
love_hotel,1F3E9,
love_letter,1F48C,
low_brightness,1F505,
m,24C2,
mag,1F50D,
mag_right,1F50E,
mahjong,1F004,
mailbox,1F4EB,
mailbox_closed,1F4EA,
mailbox_with_mail,1F4EC,
mailbox_with_no_mail,1F4ED,
man,1F468,
man_with_gua_pi_mao,1F472,
man_with_turban,1F473,
mans_shoe,1F45E,
maple_leaf,1F341,
mask,1F637,
massage,1F486,
meat_on_bone,1F356,
mega,1F4E3,
melon,1F348,
memo,1F4DD,
mens,1F6B9,
metal,,
metro,1F687,
microphone,1F3A4,
microscope,1F52C,
milky_way,1F30C,
minibus,1F690,
minidisc,1F4BD,
mobile_phone_off,1F4F4,
money_with_wings,1F4B8,
moneybag,1F4B0,
monkey,1F412,
monkey_face,1F435,monkey
monorail,1F69D,
moon,1F319,moon
mortar_board,1F393,
mount_fuji,1F5FB,
mountain_bicyclist,1F6B5,
mountain_cableway,1F6A0,
mountain_railway,1F69E,
mouse,1F42D,mouse
mouse2,1F401,mouse
movie_camera,1F3A5,
moyai,1F5FF,
muscle,1F4AA,
mushroom,1F344,
musical_keyboard,1F3B9,
musical_note,1F3B5,
musical_score,1F3BC,
mute,1F507,
nail_care,1F485,
name_badge,1F4DB,
neckbeard,,
necktie,1F454,tie
negative_squared_cross_mark,274E,
neutral_face,1F610,
new,1F195,
new_moon,1F311,moon
new_moon_with_face,1F31A,moon
newspaper,1F4F0,newspaper
ng,1F196,
nine,0039 20E3,
no_bell,1F515,bell
no_bicycles,1F6B3,"no,bike"
no_entry,26D4,
no_entry_sign,1F6AB,
no_good,1F645,
no_mobile_phones,1F4F5,
no_mouth,1F636,
no_pedestrians,1F6B7,
no_smoking,1F6AD,
non-potable_water,1F6B1,
nose,1F443,
notebook,1F4D3,notebook
notebook_with_decorative_cover,1F4D4,
notes,1F3B6,
nut_and_bolt,1F529,
o,2B55,
o2,1F17E,
ocean,1F30A,
octopus,1F419,
oden,1F362,
office,1F3E2,office
ok,1F197,ok
ok_hand,1F44C,
ok_woman,1F646,
older_man,1F474,
older_woman,1F475,
on,1F51B,on
oncoming_automobile,1F698,
oncoming_bus,1F68D,
oncoming_police_car,1F694,
oncoming_taxi,1F696,
one,0031 20E3,
open_file_folder,1F4C2,
open_hands,1F450,
open_mouth,1F62E,
ophiuchus,26CE,
orange_book,1F4D9,
outbox_tray,1F4E4,
ox,1F402,
page_facing_up,1F4C4,
page_with_curl,1F4C3,
pager,1F4DF,
palm_tree,1F334,
panda_face,1F43C,
paperclip,1F4CE,
parking,1F17F,
part_alternation_mark,303D,
partly_sunny,26C5,
passport_control,1F6C2,
paw_prints,1F43E,
peach,1F351,
pear,1F350,
pencil,1F4DD,
pencil2,270F,
penguin,1F427,
pensive,1F614,
performing_arts,1F3AD,
persevere,1F623,
person_frowning,1F64D,
person_with_blond_hair,1F471,
person_with_pouting_face,1F64E,
phone,260E,
pig,1F437,
pig2,1F416,
pig_nose,1F43D,
pill,1F48A,
pineapple,1F34D,
pisces,2653,
pizza,1F355,
point_down,1F447,
point_left,1F448,
point_right,1F449,
point_up,261D,
point_up_2,1F446,
police_car,1F693,
poodle,1F429,
poop,1F4A9,
post_office,1F3E3,
postal_horn,1F4EF,
postbox,1F4EE,
potable_water,1F6B0,
pouch,1F45D,
poultry_leg,1F357,
pound,1F4B7,
pouting_cat,1F63E,cat
pray,1F64F,
princess,1F478,
punch,1F44A,
purple_heart,1F49C,
purse,1F45B,
pushpin,1F4CC,
put_litter_in_its_place,1F6AE,
question,2754,
rabbit,1F430,
rabbit2,1F407,
racehorse,1F40E,
radio,1F4FB,
radio_button,1F518,
rage,1F621,
rage1,,
rage2,,
rage3,,
rage4,,
railway_car,1F683,
rainbow,1F308,
raised_hand,270B,
raised_hands,1F64C,
raising_hand,1F64B,
ram,1F40F,
ramen,1F35C,
rat,1F400,
recycle,267B,
red_car,1F697,
red_circle,1F534,
registered,00AE,
relaxed,263A,
relieved,1F625,
repeat,1F501,
repeat_one,1F502,
restroom,1F6BB,
revolving_hearts,1F49E,
rewind,23EA,
ribbon,1F380,
rice,1F35A,
rice_ball,1F359,
rice_cracker,1F358,
rice_scene,1F391,
ring,1F48D,
rocket,1F680,
roller_coaster,1F3A2,
rooster,1F413,
rose,1F339,
rotating_light,1F6A8,
round_pushpin,1F4CD,
rowboat,1F6A3,
ru,1F1F7 1F1FA,
rugby_football,1F3C9,
runner,1F3C3,
running,1F3C3,
running_shirt_with_sash,1F3BD,
sa,1F202,
sagittarius,2650,
sailboat,26F5,
sake,1F376,
sandal,1F461,
santa,1F385,
satellite,1F4E1,
satisfied,1F60C,
saxophone,1F3B7,
school,1F3EB,
school_satchel,1F392,
scissors,2702,
scorpius,264F,
scream,1F631,
scream_cat,1F640,cat
scroll,1F4DC,
seat,1F4BA,
secret,3299,
see_no_evil,1F648,
seedling,1F331,
seven,0037 20E3,
shaved_ice,1F367,
sheep,1F411,
shell,1F41A,
ship,1F6A2,
shipit,,
shirt,1F455,
shit,1F4A9,
shoe,1F45F,
shower,1F6BF,
signal_strength,1F4F6,
six,0036 20E3,
six_pointed_star,1F52F,
ski,1F3BF,
skull,1F480,
sleeping,1F634,
sleepy,1F62A,
slot_machine,1F3B0,
small_blue_diamond,1F539,
small_orange_diamond,1F538,
small_red_triangle,1F53A,
small_red_triangle_down,1F53B,
smile,1F604,
smile_cat,1F638,cat
smiley,1F603,
smiley_cat,1F63A,cat
smiling_imp,1F608,
smirk,1F60F,
smirk_cat,1F63C,cat
smoking,1F6AC,
snail,1F40C,
snake,1F40D,
snowboarder,1F3C2,
snowflake,2744,
snowman,26C4,
sob,1F62D,
soccer,26BD,
soon,1F51C,
sos,1F198,
sound,1F509,
space_invader,1F47E,
spades,2660,
spaghetti,1F35D,
sparkler,1F387,
sparkles,2728,
sparkling_heart,1F496,
speak_no_evil,1F64A,
speaker,1F50A,
speech_balloon,1F4AC,
speedboat,1F6A4,
squirrel,,
star,1F31F,
star2,1F31F,
stars,1F303,
station,1F689,
statue_of_liberty,1F5FD,
steam_locomotive,1F682,
stew,1F372,
straight_ruler,1F4CF,
strawberry,1F353,
stuck_out_tongue,1F61B,
stuck_out_tongue_closed_eyes,1F61D,
stuck_out_tongue_winking_eye,1F61C,
sun_with_face,1F31E,
sunflower,1F33B,
sunglasses,1F60E,
sunny,2600,
sunrise,1F305,
sunrise_over_mountains,1F304,
surfer,1F3C4,
sushi,1F363,
suspect,,
suspension_railway,1F69F,
sweat,1F613,
sweat_drops,1F4A6,
sweat_smile,1F605,
sweet_potato,1F360,
swimmer,1F3CA,
symbols,1F523,
syringe,1F489,
tada,1F389,
tanabata_tree,1F38B,
tangerine,1F34A,
taurus,2649,
taxi,1F695,
tea,1F375,
telephone,260E,
telephone_receiver,1F4DE,
telescope,1F52D,
tennis,1F3BE,
tent,26FA,
thought_balloon,1F4AD,
three,0033 20E3,
thumbsdown,1F44E,
thumbsup,1F44D,
ticket,1F3AB,
tiger,1F42F,
tiger2,1F405,
tired_face,1F62B,
tm,2122,
toilet,1F6BD,
tokyo_tower,1F5FC,
tomato,1F345,
tongue,1F61D,
tongue2,1F445,
top,1F51D,
tophat,1F3A9,
tractor,1F69C,
traffic_light,1F6A5,
train,1F683,
train2,1F686,
tram,1F68A,
triangular_flag_on_post,1F6A9,
triangular_ruler,1F4D0,
trident,1F531,
triumph,1F624,
trolleybus,1F68E,
trollface,,
trophy,1F3C6,
tropical_drink,1F379,
tropical_fish,1F420,
truck,1F69A,
trumpet,1F3BA,
tshirt,1F455,
tulip,1F337,
turtle,1F422,
tv,1F4FA,
twisted_rightwards_arrows,1F500,
two,0032 20E3,
two_hearts,1F495,
two_men_holding_hands,1F46C,
two_women_holding_hands,1F46D,
u5272,1F239,
u5408,1F234,
u55b6,1F23A,
u6307,1F22F,
u6708,1F237,
u6709,1F236,
u6e80,1F235,
u7121,1F21A,
u7533,1F238,
u7981,1F232,
u7a7a,1F233,
uk,D83C DDEC D83C DDE7,
umbrella,2614,
unamused,1F612,
underage,1F51E,
unlock,1F513,
up,1F199,
us,1F1FA 1F1F8,
v,270C,
vertical_traffic_light,1F6A6,
vhs,1F4FC,
vibration_mode,1F4F3,
video_camera,1F4F9,
video_game,1F3AE,
violin,1F3BB,
virgo,264D,
volcano,1F30B,
vs,1F19A,
walking,1F6B6,
waning_crescent_moon,1F318,
waning_gibbous_moon,1F316,
warning,26A0,
watch,231A,
water_buffalo,1F403,
watermelon,1F349,
wave,1F44B,
wavy_dash,3030,
waxing_crescent_moon,1F312,
waxing_gibbous_moon,1F314,
wc,1F6BE,
weary,1F629,
wedding,1F492,
whale,1F433,
whale2,1F40B,
wheelchair,267F,
white_check_mark,2705,
white_circle,26AA,
white_flower,1F4AE,
white_square,2B1C,
white_square_button,1F533,
wind_chime,1F390,
wine_glass,1F377,
wink,1F609,
wink2,1F61C,
wolf,1F43A,
woman,1F469,
womans_clothes,1F45A,
womans_hat,1F452,
womens,1F6BA,
worried,1F61F,
wrench,1F527,
x,274C,
yellow_heart,1F49B,
yen,1F4B4,
yum,1F60B,
zap,26A1,
zero,0030 20E3,
zzz,1F4A4,
